Country,Year,Data
Australia,1960,18593347519.3191
Australia,1961,19666256019.7111
Australia,1962,19911524246.8362
Australia,1963,21527606674.8796
Australia,1964,23787658192.4068
Australia,1965,25962593795.4978
Australia,1966,27288610146.713
Australia,1967,30421099787.2102
Australia,1968,32687870982.1929
Australia,1969,36659200358.3828
Australia,1970,41304737372.6061
Australia,1971,45183111210.6619
Australia,1972,52003504672.8972
Australia,1973,63782190903.2671
Australia,1974,88906411201.1791
Australia,1975,97226546497.3372
Australia,1976,104974158578.092
Australia,1977,110266116081.67
Australia,1978,118400631626.438
Australia,1979,134793820288.538
Australia,1980,149887465181.059
Australia,1981,176804829908.278
Australia,1982,193954540439.148
Australia,1983,177176415535.798
Australia,1984,193503894222.061
Australia,1985,180470967247.066
Australia,1986,182281757134.863
Australia,1987,189375992588.671
Australia,1988,236135768335.274
Australia,1989,299941372852.374
Australia,1990,311425933051.174
Australia,1991,326068597441.331
Australia,1992,325692532492.502
Australia,1993,312372821810.006
Australia,1994,323216879972.328
Australia,1995,368391743391.743
Australia,1996,401819423368.74
Australia,1997,436097980904.68
Australia,1998,399778878111.646
Australia,1999,389146509587.668
Australia,2000,415446209885.072
Australia,2001,378899860470.108
Australia,2002,394635830891.586
Australia,2003,466853232382.062
Australia,2004,613329776639.636
Australia,2005,693764095624.718
Australia,2006,747572626534.891
Australia,2007,853764622752.61
Australia,2008,1055334825425.25
Australia,2009,927168310999.853
Australia,2010,1142876772659.21
Australia,2011,1390557034407.97
Australia,2012,1538194473087.23
Australia,2013,1567178619062.28
Australia,2014,1459597906912.7
Austria,1960,6592693841.18495
Austria,1961,7311749633.36229
Austria,1962,7756110210.11966
Austria,1963,8374175257.73075
Austria,1964,9169983885.71185
Austria,1965,9994070615.85997
Austria,1966,10887682273.1014
Austria,1967,11579431668.9165
Austria,1968,12440625312.8685
Austria,1969,13582798556.2404
Austria,1970,15373005768.7219
Austria,1971,17858485956.6031
Austria,1972,22059612417.4058
Austria,1973,29515467987.912
Austria,1974,35189299985.2768
Austria,1975,40059206763.056
Austria,1976,42959976068.1138
Austria,1977,51545759220.7143
Austria,1978,62052258694.2102
Austria,1979,73937296654.6577
Austria,1980,82058912465.4329
Austria,1981,71034228097.4598
Austria,1982,71275287327.5793
Austria,1983,72121016623.2572
Austria,1984,67985345161.9558
Austria,1985,69386774474.5943
Austria,1986,99036165209.5539
Austria,1987,124168442860.253
Austria,1988,133339397080.129
Austria,1989,133105805928.237
Austria,1990,166463386663.439
Austria,1991,173794177725.398
Austria,1992,195078126346.106
Austria,1993,190379720927.481
Austria,1994,203535242741.838
Austria,1995,241038283062.645
Austria,1996,237250948791.266
Austria,1997,212790348404.555
Austria,1998,218259904401.956
Austria,1999,217185787342.851
Austria,2000,196799778883.361
Austria,2001,197337879194.631
Austria,2002,213377771503.858
Austria,2003,261695778781.038
Austria,2004,300904221504.842
Austria,2005,315974418604.651
Austria,2006,335998557270.104
Austria,2007,388691445387.353
Austria,2008,430294287388.311
Austria,2009,400172297860.517
Austria,2010,391892746544.69
Austria,2011,431120310088.82
Austria,2012,409425234155.263
Austria,2013,430068712971.867
Austria,2014,441885415805.825
Belgium,1960,11658722590.99
Belgium,1961,12400145221.595
Belgium,1962,13264015675.3193
Belgium,1963,14260017387.0492
Belgium,1964,15960106680.6732
Belgium,1965,17371457607.9374
Belgium,1966,18651883472.4808
Belgium,1967,19992040788.4593
Belgium,1968,21376353113.475
Belgium,1969,23710735894.7022
Belgium,1970,26849148285.599
Belgium,1971,29981290025.4913
Belgium,1972,37408591329.8506
Belgium,1973,47999363071.8278
Belgium,1974,56333010459.8177
Belgium,1975,66029748930.5693
Belgium,1976,71494539498.4326
Belgium,1977,83283328418.6832
Belgium,1978,101788475086.461
Belgium,1979,116938066868.465
Belgium,1980,127508202372.741
Belgium,1981,105290614080.834
Belgium,1982,92588895020.3073
Belgium,1983,87650915976.3314
Belgium,1984,83795680815.4147
Belgium,1985,86730038793.3963
Belgium,1986,120661220335.922
Belgium,1987,150194077687.736
Belgium,1988,163167853538.124
Belgium,1989,165100094594.595
Belgium,1990,206430841501.69
Belgium,1991,211637816538.689
Belgium,1992,236038384441.656
Belgium,1993,225924679920.709
Belgium,1994,246194938750.904
Belgium,1995,289567323481.117
Belgium,1996,281358175895.766
Belgium,1997,254813599458.728
Belgium,1998,260601911535.897
Belgium,1999,260202429149.798
Belgium,2000,237904919845.218
Belgium,2001,237841968680.09
Belgium,2002,258860436664.784
Belgium,2003,319002821670.429
Belgium,2004,370885026074
Belgium,2005,387365750528.541
Belgium,2006,409813197842.178
Belgium,2007,471821105940.323
Belgium,2008,518625897172.99
Belgium,2009,484552792442.345
Belgium,2010,483548031197.108
Belgium,2011,527008453886.929
Belgium,2012,497884216568.867
Belgium,2013,520925468952.938
Belgium,2014,531075861047.287
Bangladesh,1960,4274893913.46432
Bangladesh,1961,4817580183.56657
Bangladesh,1962,5081413339.74945
Bangladesh,1963,5319458351.12372
Bangladesh,1964,5386054619.31076
Bangladesh,1965,5906636556.95802
Bangladesh,1966,6439687598.27648
Bangladesh,1967,7253575399.26882
Bangladesh,1968,7483685473.4584
Bangladesh,1969,8471006100.89247
Bangladesh,1970,8992721809.32801
Bangladesh,1971,8751842839.73302
Bangladesh,1972,6288245866.66667
Bangladesh,1973,8086725729.3407
Bangladesh,1974,12512460519.7088
Bangladesh,1975,19448348073.4565
Bangladesh,1976,10117113333.3333
Bangladesh,1977,9651149301.8746
Bangladesh,1978,13281767142.8571
Bangladesh,1979,15565480321.9448
Bangladesh,1980,18138049095.6072
Bangladesh,1981,20249694002.448
Bangladesh,1982,18525399201.5968
Bangladesh,1983,17609048821.5488
Bangladesh,1984,18920840000
Bangladesh,1985,22278423076.9231
Bangladesh,1986,21774033333.3333
Bangladesh,1987,24298032258.0645
Bangladesh,1988,26579005760.315
Bangladesh,1989,28781714763.7823
Bangladesh,1990,31598341233.5793
Bangladesh,1991,30957483290.541
Bangladesh,1992,31708873954.9405
Bangladesh,1993,33166520084.8295
Bangladesh,1994,33768662171.2233
Bangladesh,1995,37939748051.3878
Bangladesh,1996,46438482370.3942
Bangladesh,1997,48244308274.8086
Bangladesh,1998,49984559471.3656
Bangladesh,1999,51270569883.5275
Bangladesh,2000,53369787318.6245
Bangladesh,2001,53991289844.3291
Bangladesh,2002,54724081490.5102
Bangladesh,2003,60158929188.2556
Bangladesh,2004,65108544250.0425
Bangladesh,2005,69442943089.4309
Bangladesh,2006,71819083683.7403
Bangladesh,2007,79611888213.148
Bangladesh,2008,91631278239.3237
Bangladesh,2009,102477791472.39
Bangladesh,2010,115279077465.226
Bangladesh,2011,128637938711.386
Bangladesh,2012,133355749482.478
Bangladesh,2013,149990451022.29
Bangladesh,2014,172885454931.453
Bolivia,1960,563110051.920733
Bolivia,1961,612518906.826491
Bolivia,1962,669722541.277818
Bolivia,1963,721142957.311474
Bolivia,1964,812543072.505384
Bolivia,1965,908874537.037037
Bolivia,1966,994044553.872054
Bolivia,1967,1084059814.81481
Bolivia,1968,908874537.037037
Bolivia,1969,964615698.653199
Bolivia,1970,1017171717.17172
Bolivia,1971,1095454545.45455
Bolivia,1972,1257615644.97932
Bolivia,1973,1263018490.75462
Bolivia,1974,2100249875.06247
Bolivia,1975,2404697651.17441
Bolivia,1976,2732083958.02099
Bolivia,1977,3227436281.85907
Bolivia,1978,3758220889.55522
Bolivia,1979,4421343606.18135
Bolivia,1980,4537487842.57749
Bolivia,1981,5891606676.18271
Bolivia,1982,5594118400.16731
Bolivia,1983,5422656261.71049
Bolivia,1984,6169481549.37482
Bolivia,1985,5377277406.71638
Bolivia,1986,3959379487.6064
Bolivia,1987,4347956298.51327
Bolivia,1988,4597615562.66594
Bolivia,1989,4715978868.21613
Bolivia,1990,4867582620.20708
Bolivia,1991,5343274311.56789
Bolivia,1992,5643893347.00679
Bolivia,1993,5734676560.92471
Bolivia,1994,5981244886.917
Bolivia,1995,6715220507.05164
Bolivia,1996,7396966657.47054
Bolivia,1997,7925673448.41368
Bolivia,1998,8497545598.08352
Bolivia,1999,8285075872.27307
Bolivia,2000,8397912509.09679
Bolivia,2001,8141537937.61068
Bolivia,2002,7905485216.17852
Bolivia,2003,8082364868.39357
Bolivia,2004,8773451738.91129
Bolivia,2005,9549077869.1065
Bolivia,2006,11451869164.7112
Bolivia,2007,13120159975.5451
Bolivia,2008,16674324634.2373
Bolivia,2009,17339992165.2422
Bolivia,2010,19649631308.1648
Bolivia,2011,23963033443.8518
Bolivia,2012,27084497539.7974
Bolivia,2013,30659338929.0883
Bolivia,2014,32996187988.4226
Brazil,1960,15165569912.5199
Brazil,1961,15236854859.469
Brazil,1962,19926293839.0163
Brazil,1963,23021477292.2093
Brazil,1964,21211892259.9904
Brazil,1965,21790035117.19
Brazil,1966,27062716577.9111
Brazil,1967,30591834053.9653
Brazil,1968,33875881876.3672
Brazil,1969,37458898243.8609
Brazil,1970,42327600098.2412
Brazil,1971,49204456700.4516
Brazil,1972,58539008786.3684
Brazil,1973,79279057730.829
Brazil,1974,105136007528.76
Brazil,1975,123709376567.89
Brazil,1976,152678020452.829
Brazil,1977,176171284311.761
Brazil,1978,200800891870.164
Brazil,1979,224969488835.181
Brazil,1980,235024598983.261
Brazil,1981,263561088977.129
Brazil,1982,281682304161.041
Brazil,1983,203304515490.795
Brazil,1984,209023912696.839
Brazil,1985,222942790435.299
Brazil,1986,268137224729.722
Brazil,1987,294084112392.66
Brazil,1988,330397381998.489
Brazil,1989,425595310000
Brazil,1990,461951782000
Brazil,1991,602860000000
Brazil,1992,400599250000
Brazil,1993,437798577639.752
Brazil,1994,558111997497.263
Brazil,1995,785643456467.255
Brazil,1996,850425828275.793
Brazil,1997,883199443413.729
Brazil,1998,863723395088.324
Brazil,1999,599388879704.634
Brazil,2000,655421153320.579
Brazil,2001,559372502338.237
Brazil,2002,507962741819.919
Brazil,2003,558320116997.075
Brazil,2004,669316239316.239
Brazil,2005,891629970423.924
Brazil,2006,1107640325472.35
Brazil,2007,1397084381901.29
Brazil,2008,1695824517395.57
Brazil,2009,1667019605881.76
Brazil,2010,2208871646202.82
Brazil,2011,2616201578192.25
Brazil,2012,2465188674415.03
Brazil,2013,2472806919901.67
Brazil,2014,2455993200170
Canada,1960,41093453544.9096
Canada,1961,40767969453.696
Canada,1962,41978852041.4426
Canada,1963,44657169109.224
Canada,1964,48882938810.2204
Canada,1965,53909570342.169
Canada,1966,60358632035.1532
Canada,1967,64768831262.1761
Canada,1968,70759031841.7237
Canada,1969,77887510241.7083
Canada,1970,87896095224.4234
Canada,1971,99271961477.5203
Canada,1972,113082820992.019
Canada,1973,131321859214.079
Canada,1974,160408697648.262
Canada,1975,173834029787.652
Canada,1976,206575564401.623
Canada,1977,211612156934.65
Canada,1978,218632867449.812
Canada,1979,243072102185.419
Canada,1980,273853826377.01
Canada,1981,306214863624.99
Canada,1982,313506525087.136
Canada,1983,340547711781.889
Canada,1984,355372558103.621
Canada,1985,364756499450.751
Canada,1986,377437927311.983
Canada,1987,431316742081.448
Canada,1988,507354351182.254
Canada,1989,565055743243.243
Canada,1990,593929550908.468
Canada,1991,610328183643.188
Canada,1992,592387689252.916
Canada,1993,577170761956.438
Canada,1994,578139279437.61
Canada,1995,604031623433.401
Canada,1996,628546387972.131
Canada,1997,652825364726.275
Canada,1998,631813279406.808
Canada,1999,676082654640.91
Canada,2000,742293448252.643
Canada,2001,736379777892.562
Canada,2002,757950678646.53
Canada,2003,892380986367.854
Canada,2004,1023196003074.56
Canada,2005,1169357979864.66
Canada,2006,1315415197461.21
Canada,2007,1464977190205.75
Canada,2008,1549131208997.19
Canada,2009,1371153004986.44
Canada,2010,1613464422811.13
Canada,2011,1788647906047.76
Canada,2012,1824288757447.57
Canada,2013,1842628005830.18
Canada,2014,1792883225804.38
Chile,1960,4110000000
Chile,1961,4609727272.72727
Chile,1962,5416272727.27273
Chile,1963,5668187500
Chile,1964,5982347826.08696
Chile,1965,6026593750
Chile,1966,7072641025.64103
Chile,1967,7013196078.43137
Chile,1968,7167086956.52174
Chile,1969,8377093023.25581
Chile,1970,9126309734.51328
Chile,1971,10884114754.0984
Chile,1972,11853817307.6923
Chile,1973,16836261173.1844
Chile,1974,16210404183.5358
Chile,1975,7622217352.34216
Chile,1976,10341925249.0421
Chile,1977,13962893421.5413
Chile,1978,15989933708.1491
Chile,1979,21803696985.2349
Chile,1980,29036709871.7949
Chile,1981,34509878043.5897
Chile,1982,25325893205.657
Chile,1983,20355959237.2128
Chile,1984,19622527479.6913
Chile,1985,17702885393.5099
Chile,1986,18891048818.7426
Chile,1987,22255407684.6999
Chile,1988,26040229793.0697
Chile,1989,29885685142.9107
Chile,1990,33113887817.9731
Chile,1991,37834793730.3133
Chile,1992,45964327558.8836
Chile,1993,49297773130.1185
Chile,1994,57008425295.8256
Chile,1995,73447063319.3034
Chile,1996,78039572221.6024
Chile,1997,84952360922.4679
Chile,1998,81577430181.4074
Chile,1999,75173794497.0321
Chile,2000,77860932151.8471
Chile,2001,70979923960.3742
Chile,2002,69736811435.1032
Chile,2003,75643459839.6008
Chile,2004,99210392857.6116
Chile,2005,122964812046.073
Chile,2006,154788024805.808
Chile,2007,173605968179.255
Chile,2008,179638496278.574
Chile,2009,172389498444.621
Chile,2010,218537551220.071
Chile,2011,252251992029.442
Chile,2012,267122320056.702
Chile,2013,278384332694.313
Chile,2014,260990299051.116
China,1960,59716467625.3148
China,1961,50056868957.6732
China,1962,47209359005.6056
China,1963,50706799902.5103
China,1964,59708343488.5043
China,1965,70436266146.7219
China,1966,76720285969.6157
China,1967,72881631326.6715
China,1968,70846535055.6503
China,1969,79705906247.4612
China,1970,92602973434.0726
China,1971,99800958648.1436
China,1972,113687586299.051
China,1973,138544284708.957
China,1974,144182133387.722
China,1975,163431551779.761
China,1976,153940455341.506
China,1977,174938098826.569
China,1978,149540752829.268
China,1979,178280594413.043
China,1980,191149211575
China,1981,195866382432.54
China,1982,205089699858.779
China,1983,230686747153.257
China,1984,259946510957.143
China,1985,309488028132.653
China,1986,300758100107.246
China,1987,272972974764.574
China,1988,312353631207.819
China,1989,347768051311.741
China,1990,360857912565.966
China,1991,383373318083.624
China,1992,426915712711.146
China,1993,444731282436.762
China,1994,564324670005.917
China,1995,734547898220.508
China,1996,863746717503.789
China,1997,961603952951.82
China,1998,1029043097554.08
China,1999,1093997267271.06
China,2000,1211346869605.24
China,2001,1339395718865.3
China,2002,1470550015081.55
China,2003,1660287965662.68
China,2004,1955347004963.27
China,2005,2285965892360.54
China,2006,2752131773355.16
China,2007,3552182311652.97
China,2008,4598206091384
China,2009,5109953609257.25
China,2010,6100620488867.55
China,2011,7572553836875.34
China,2012,8560547314679.28
China,2013,9607224481532.65
China,2014,10482372109961.9
Cameroon,1960,618740988.011405
Cameroon,1961,657597382.759152
Cameroon,1962,699373701.217138
Cameroon,1963,723624365.288138
Cameroon,1964,782384527.813649
Cameroon,1965,814139855.756458
Cameroon,1966,853268771.097081
Cameroon,1967,934079050.346173
Cameroon,1968,1053077155.17925
Cameroon,1969,1152418514.82616
Cameroon,1970,1160002260.94729
Cameroon,1971,1233991075.11626
Cameroon,1972,1430951331.85034
Cameroon,1973,1758727395.18703
Cameroon,1974,2255496995.49378
Cameroon,1975,2752771043.88609
Cameroon,1976,3076592431.27204
Cameroon,1977,3366368664.59706
Cameroon,1978,4409920643.6422
Cameroon,1979,5811444660.65752
Cameroon,1980,6740756568.91566
Cameroon,1981,7636345827.34308
Cameroon,1982,7322914570.15588
Cameroon,1983,7381854746.91629
Cameroon,1984,7801858825.18416
Cameroon,1985,8148223603.58399
Cameroon,1986,10621158532.5193
Cameroon,1987,12302471429.4318
Cameroon,1988,12493286761.7341
Cameroon,1989,11140055364.1502
Cameroon,1990,11151578050.7356
Cameroon,1991,12434370004.9586
Cameroon,1992,11396310990.2197
Cameroon,1993,15498179313.0425
Cameroon,1994,10600157683.8412
Cameroon,1995,9643953174.77349
Cameroon,1996,10513387441.6194
Cameroon,1997,10833497457.5123
Cameroon,1998,10612847429.35
Cameroon,1999,11198378749.4719
Cameroon,2000,10083937740.0624
Cameroon,2001,10371327756.4548
Cameroon,2002,11579343088.1613
Cameroon,2003,14548845764.5325
Cameroon,2004,17430933517.2998
Cameroon,2005,17944084201.4901
Cameroon,2006,19356046327.8995
Cameroon,2007,22365265025.66
Cameroon,2008,26409781215.1844
Cameroon,2009,26017925551.8426
Cameroon,2010,26143818509.6421
Cameroon,2011,29337006833.0825
Cameroon,2012,29104437355.0395
Cameroon,2013,32348149947.3727
Cameroon,2014,34942948737.3967
Colombia,1960,4040948153.73022
Colombia,1961,4552914000
Colombia,1962,4968603735.58222
Colombia,1963,4838841455.55556
Colombia,1964,5992169466.66667
Colombia,1965,5790247619.04762
Colombia,1966,5452762962.96296
Colombia,1967,5727195020.23203
Colombia,1968,5918455409.8099
Colombia,1969,6405427873.70755
Colombia,1970,7198360460.19887
Colombia,1971,7820380970.53674
Colombia,1972,8671358732.68486
Colombia,1973,10315760000.3394
Colombia,1974,12370029583.6419
Colombia,1975,13098633901.8673
Colombia,1976,15341403660.4698
Colombia,1977,19470960619.1297
Colombia,1978,23263511958.0509
Colombia,1979,27940411250.2732
Colombia,1980,33400735644.0481
Colombia,1981,36388366869.0309
Colombia,1982,38968039721.748
Colombia,1983,38729822781.5997
Colombia,1984,38253120737.9671
Colombia,1985,34894411351.983
Colombia,1986,34942489683.9712
Colombia,1987,36373307085.0887
Colombia,1988,39212550050.4223
Colombia,1989,39540080200.3938
Colombia,1990,40274204595.2296
Colombia,1991,41239551378.2482
Colombia,1992,49279585355.0948
Colombia,1993,55802538219.0264
Colombia,1994,81703500846.0364
Colombia,1995,92507279383.0387
Colombia,1996,97160109277.8087
Colombia,1997,106659508271.255
Colombia,1998,98443739941.1664
Colombia,1999,86186158684.7685
Colombia,2000,99886577330.7271
Colombia,2001,98203546156.3102
Colombia,2002,97933391976.083
Colombia,2003,94684584162.773
Colombia,2004,117074863821.85
Colombia,2005,146566266310.568
Colombia,2006,162590145579.958
Colombia,2007,207416490982.99
Colombia,2008,243982436734.233
Colombia,2009,233821670220.294
Colombia,2010,287018179193.923
Colombia,2011,335415162155.574
Colombia,2012,369659697842.885
Colombia,2013,380191876348.93
Colombia,2014,378195707612.393
Costa Rica,1960,507513829.994855
Costa Rica,1961,490325181.614275
Costa Rica,1962,479180824.348506
Costa Rica,1963,511902136.809973
Costa Rica,1964,542578367.242598
Costa Rica,1965,592981162.264151
Costa Rica,1966,647305630.188679
Costa Rica,1967,699456618.867925
Costa Rica,1968,773841494.339623
Costa Rica,1969,853630203.773585
Costa Rica,1970,984830158.490566
Costa Rica,1971,1077152902.29104
Costa Rica,1972,1238251695.55388
Costa Rica,1973,1528916185.23199
Costa Rica,1974,1666544754.09836
Costa Rica,1975,1960863465.5776
Costa Rica,1976,2412555425.90432
Costa Rica,1977,3072427012.83547
Costa Rica,1978,3523208809.80163
Costa Rica,1979,4035519323.22054
Costa Rica,1980,4831447001.16686
Costa Rica,1981,2623807074.2948
Costa Rica,1982,2606621255.01581
Costa Rica,1983,3976453966.73983
Costa Rica,1984,4593908718.76172
Costa Rica,1985,4796628461.38614
Costa Rica,1986,5477895474.91039
Costa Rica,1987,5841132961.60586
Costa Rica,1988,6063759370.62937
Costa Rica,1989,6866402028.10997
Costa Rica,1990,7403457319.20472
Costa Rica,1991,7168999428.24471
Costa Rica,1992,8528593084.48749
Costa Rica,1993,9537297507.16915
Costa Rica,1994,10432619390.3609
Costa Rica,1995,11513472693.8707
Costa Rica,1996,11618286553.3677
Costa Rica,1997,12552071367.1539
Costa Rica,1998,13617405420.1174
Costa Rica,1999,14195623424.811
Costa Rica,2000,14949514585.1585
Costa Rica,2001,15913363335.0564
Costa Rica,2002,16504795453.2822
Costa Rica,2003,17195867540.353
Costa Rica,2004,18529767934.4743
Costa Rica,2005,19952156474.8454
Costa Rica,2006,22600431878.0024
Costa Rica,2007,26743874286.8514
Costa Rica,2008,30612932802.8991
Costa Rica,2009,30562361123.0307
Costa Rica,2010,37268635287.0856
Costa Rica,2011,42262697840.385
Costa Rica,2012,46473128285.5589
Costa Rica,2013,49745088111.6953
Costa Rica,2014,50656002895.8763
Denmark,1960,6248946880.2777
Denmark,1961,6933842098.84548
Denmark,1962,7812968114.40012
Denmark,1963,8316692385.77386
Denmark,1964,9506678762.77765
Denmark,1965,10678897387.0006
Denmark,1966,11721248101.0874
Denmark,1967,12788479692.1939
Denmark,1968,13196541952
Denmark,1969,15009384584.5333
Denmark,1970,17075466666.6667
Denmark,1971,19085681968.1403
Denmark,1972,23232411897.6012
Denmark,1973,30730638895.7765
Denmark,1974,34160363582.6675
Denmark,1975,40474400473.3563
Denmark,1976,44575847808.1059
Denmark,1977,49784281716.4179
Denmark,1978,60362854966.8154
Denmark,1979,70366280174.8717
Denmark,1980,71127592753.5975
Denmark,1981,61877755004.6326
Denmark,1982,60412846238.7787
Denmark,1983,60644833242.2089
Denmark,1984,59105208272.9853
Denmark,1985,62658544411.3095
Denmark,1986,88078729452.4781
Denmark,1987,109414353171.645
Denmark,1988,115552848547.872
Denmark,1989,112409236409.401
Denmark,1990,138247261092.977
Denmark,1991,139224732275.463
Denmark,1992,152915624326.966
Denmark,1993,143195607581.857
Denmark,1994,156162311731.598
Denmark,1995,185006961302.299
Denmark,1996,187632400365.599
Denmark,1997,173537588008.176
Denmark,1998,176992000955.11
Denmark,1999,177965224620.854
Denmark,2000,164158800460.219
Denmark,2001,164791416350.267
Denmark,2002,178635160297.415
Denmark,2003,218095997085.477
Denmark,2004,251373036671.062
Denmark,2005,264467308109.19
Denmark,2006,282884912894.33
Denmark,2007,319423370134.284
Denmark,2008,353361056079.716
Denmark,2009,321241396034.248
Denmark,2010,321995350346.501
Denmark,2011,344003209695.606
Denmark,2012,327148899962.146
Denmark,2013,343584385594.132
Denmark,2014,352993633221.281
Dominican Republic,1960,672399700
Dominican Republic,1961,654100200
Dominican Republic,1962,824100000
Dominican Republic,1963,940799900
Dominican Republic,1964,1025599900
Dominican Republic,1965,888100000
Dominican Republic,1966,983900000
Dominican Republic,1967,1034800000
Dominican Republic,1968,1079100000
Dominican Republic,1969,1230500000
Dominican Republic,1970,1485400100
Dominican Republic,1971,1666400000
Dominican Republic,1972,1987300000
Dominican Republic,1973,2344699900
Dominican Republic,1974,2925600000
Dominican Republic,1975,3599300100
Dominican Republic,1976,3951399900
Dominican Republic,1977,4587100200
Dominican Republic,1978,4774400000
Dominican Republic,1979,5498800100
Dominican Republic,1980,6631000100
Dominican Republic,1981,7266999800
Dominican Republic,1982,7964000300
Dominican Republic,1983,8622000100
Dominican Republic,1984,10330399700
Dominican Republic,1985,5044592912.6775
Dominican Republic,1986,6122197810.14358
Dominican Republic,1987,5826987203.49563
Dominican Republic,1988,5374315190.18405
Dominican Republic,1989,6686592728.70663
Dominican Republic,1990,7073674721.12418
Dominican Republic,1991,9724402004.34906
Dominican Republic,1992,11277676879.9612
Dominican Republic,1993,12976408000
Dominican Republic,1994,14511134920.6349
Dominican Republic,1995,16358496124.031
Dominican Republic,1996,18131813000.6281
Dominican Republic,1997,19593869595.0191
Dominican Republic,1998,21171523985.0642
Dominican Republic,1999,21709726722.118
Dominican Republic,2000,23996063503.0497
Dominican Republic,2001,24892521236.9553
Dominican Republic,2002,26571620978.7885
Dominican Republic,2003,21277165885.6865
Dominican Republic,2004,22039232609.9553
Dominican Republic,2005,34004033803.9438
Dominican Republic,2006,35952845582.5029
Dominican Republic,2007,44169678153.1566
Dominican Republic,2008,48288967303.4896
Dominican Republic,2009,48376555305.6902
Dominican Republic,2010,53954579003.5277
Dominican Republic,2011,57746684847.0898
Dominican Republic,2012,60613645121.3529
Dominican Republic,2013,61965942056.6828
Dominican Republic,2014,65231032303.2418
Algeria,1960,2723648551.75208
Algeria,1961,2434776645.73628
Algeria,1962,2001468867.73344
Algeria,1963,2703014867.32834
Algeria,1964,2909351792.58659
Algeria,1965,3136258896.9233
Algeria,1966,3039834558.74906
Algeria,1967,3370843065.76735
Algeria,1968,3852115816.97758
Algeria,1969,4257218772.15369
Algeria,1970,4863487492.65763
Algeria,1971,5077222366.97472
Algeria,1972,6761786386.54713
Algeria,1973,8715105930.49101
Algeria,1974,13209713643.3219
Algeria,1975,15557934268.4965
Algeria,1976,17728347374.994
Algeria,1977,20971901273.271
Algeria,1978,26364491313.4471
Algeria,1979,33243422157.6311
Algeria,1980,42345277342.0195
Algeria,1981,44348672667.8715
Algeria,1982,45207088715.6483
Algeria,1983,48801369800.3675
Algeria,1984,53698278905.9678
Algeria,1985,57937868670.1937
Algeria,1986,63696301892.8116
Algeria,1987,66742267773.1959
Algeria,1988,59089067187.3943
